#node1	node2	node1_string_id	node2_string_id	neighborhood_on_chromosome	gene_fusion	phylogenetic_cooccurrence	homology	coexpression	experimentally_determined_interaction	database_annotated	automated_textmining	combined_score
CNOT3	TRIM28	9606.ENSP00000351159	9606.ENSP00000253024	0	0	0	0	0.247	0	0	0.597	0.683
CNOT3	TAF12	9606.ENSP00000351159	9606.ENSP00000263974	0	0	0	0	0.043	0.296	0	0.189	0.405
CNOT3	PRPF31	9606.ENSP00000351159	9606.ENSP00000324122	0	0	0	0	0.084	0	0	0.688	0.702
CNOT3	SMARCA4	9606.ENSP00000351159	9606.ENSP00000343896	0	0	0	0	0.073	0	0	0.435	0.454
CNOT3	TFPT	9606.ENSP00000351159	9606.ENSP00000375639	0	0	0	0	0.062	0.060	0	0.465	0.487
CNOT3	LRRC27	9606.ENSP00000351159	9606.ENSP00000357603	0	0	0	0	0	0.563	0	0.242	0.654
CNOT3	EXOSC1	9606.ENSP00000351159	9606.ENSP00000359939	0	0	0	0	0.049	0.840	0	0.305	0.885
CNOT3	TNKS1BP1	9606.ENSP00000351159	9606.ENSP00000437271	0	0	0	0	0.102	0.690	0.900	0.664	0.989
CNP	NDUFB7	9606.ENSP00000377470	9606.ENSP00000215565	0	0	0	0	0.453	0.483	0	0	0.705
CNP	SRSF9	9606.ENSP00000377470	9606.ENSP00000229390	0	0	0	0	0.047	0.400	0	0	0.403
CNP	TTC1	9606.ENSP00000377470	9606.ENSP00000231238	0	0	0	0	0.049	0	0	0.540	0.543
CNP	NDUFA2	9606.ENSP00000377470	9606.ENSP00000252102	0	0	0	0	0.118	0.483	0	0	0.524
CNP	NDUFB10	9606.ENSP00000377470	9606.ENSP00000268668	0	0	0	0	0.044	0.489	0	0	0.490
CNP	NDUFS6	9606.ENSP00000377470	9606.ENSP00000274137	0	0	0	0	0.140	0.483	0	0.053	0.542
CNP	NDUFS8	9606.ENSP00000377470	9606.ENSP00000315774	0	0	0	0	0.074	0.471	0	0	0.489
CNP	SIRT3	9606.ENSP00000377470	9606.ENSP00000372191	0	0	0	0	0.065	0.536	0	0.117	0.584
CNP	NDUFV1	9606.ENSP00000377470	9606.ENSP00000497587	0	0	0	0	0.044	0.483	0	0.051	0.489
CNPY4	ERGIC3	9606.ENSP00000262932	9606.ENSP00000349970	0	0.411	0	0	0.109	0	0	0	0.453
CNTD2	FZR1	9606.ENSP00000396755	9606.ENSP00000378529	0	0	0	0	0.396	0.312	0	0.158	0.620
CNTD2	ZNF205	9606.ENSP00000396755	9606.ENSP00000480401	0	0	0	0	0.062	0.091	0	0.438	0.479
COA3	UQCRC1	9606.ENSP00000354762	9606.ENSP00000203407	0	0	0	0	0.139	0.162	0	0.248	0.410
COA3	NDUFB10	9606.ENSP00000354762	9606.ENSP00000268668	0	0	0	0	0.248	0.161	0	0.173	0.433
COA3	ECSIT	9606.ENSP00000354762	9606.ENSP00000270517	0	0	0	0	0.058	0.292	0	0.179	0.404
COA3	OXA1L	9606.ENSP00000354762	9606.ENSP00000285848	0	0	0	0	0.053	0	0	0.508	0.514
COA3	COX14	9606.ENSP00000354762	9606.ENSP00000326052	0	0	0	0	0.434	0.621	0	0.984	0.996
COA3	COA5	9606.ENSP00000354762	9606.ENSP00000330730	0	0	0	0	0.120	0	0	0.612	0.644
COA3	NDUFV1	9606.ENSP00000354762	9606.ENSP00000497587	0	0	0	0	0.132	0.369	0	0.096	0.462
COA3	UQCRQ	9606.ENSP00000354762	9606.ENSP00000367939	0	0	0	0	0.287	0.162	0	0.212	0.488
COA3	COX7C	9606.ENSP00000354762	9606.ENSP00000425759	0	0	0	0	0.137	0.161	0	0.603	0.687
COA3	SURF1	9606.ENSP00000354762	9606.ENSP00000361042	0	0	0	0	0.111	0.329	0	0.877	0.920
COA5	TIMM13	9606.ENSP00000330730	9606.ENSP00000215570	0	0	0	0	0.092	0	0	0.592	0.614
COA5	GFER	9606.ENSP00000330730	9606.ENSP00000248114	0	0	0	0	0.250	0	0	0.605	0.691
COA5	OXA1L	9606.ENSP00000330730	9606.ENSP00000285848	0	0	0	0	0.124	0	0	0.348	0.404
COA5	POLR2L	9606.ENSP00000330730	9606.ENSP00000324124	0	0	0	0	0.399	0.091	0	0	0.430
COA5	COX14	9606.ENSP00000330730	9606.ENSP00000326052	0	0	0	0	0.133	0	0	0.679	0.710
COA5	MRPL20	9606.ENSP00000330730	9606.ENSP00000341082	0	0	0	0	0.183	0	0	0.445	0.527
COA5	SURF1	9606.ENSP00000330730	9606.ENSP00000361042	0	0	0	0	0.056	0	0	0.592	0.598
COA5	TIMM9	9606.ENSP00000330730	9606.ENSP00000378588	0	0	0	0	0.268	0	0	0.647	0.730
COASY	OSGEP	9606.ENSP00000464814	9606.ENSP00000206542	0.109	0	0	0	0.067	0	0.462	0.116	0.551
COASY	NTHL1	9606.ENSP00000464814	9606.ENSP00000219066	0.119	0	0	0	0.364	0	0	0	0.416
COASY	PPAN	9606.ENSP00000464814	9606.ENSP00000253107	0	0	0	0	0.067	0	0	0.452	0.466
COASY	SCAP	9606.ENSP00000464814	9606.ENSP00000265565	0	0	0	0	0.340	0	0	0.180	0.435
COASY	SLC27A3	9606.ENSP00000464814	9606.ENSP00000271857	0	0	0	0	0.060	0	0	0.394	0.406
COASY	GRHPR	9606.ENSP00000464814	9606.ENSP00000313432	0.054	0	0	0	0.138	0	0	0.370	0.442
COASY	GAK	9606.ENSP00000464814	9606.ENSP00000314499	0	0	0	0	0.122	0	0	0.346	0.401
COASY	TUFM	9606.ENSP00000464814	9606.ENSP00000322439	0	0	0	0	0.198	0	0	0.349	0.455
COASY	NADSYN1	9606.ENSP00000464814	9606.ENSP00000326424	0.119	0	0	0	0.105	0	0	0.349	0.441
COASY	DDX41	9606.ENSP00000464814	9606.ENSP00000330349	0	0	0	0	0.409	0	0	0	0.408
COASY	MRPL12	9606.ENSP00000464814	9606.ENSP00000333837	0	0	0	0	0.183	0	0	0.347	0.443
COASY	MRPL20	9606.ENSP00000464814	9606.ENSP00000341082	0.118	0	0	0	0.110	0	0	0.349	0.444
COASY	SDSL	9606.ENSP00000464814	9606.ENSP00000341117	0.058	0	0	0	0.067	0	0	0.383	0.410
COASY	PPCDC	9606.ENSP00000464814	9606.ENSP00000343190	0.076	0	0	0	0.090	0.114	0.983	0.985	0.999
COASY	DDRGK1	9606.ENSP00000464814	9606.ENSP00000346483	0	0	0	0	0.086	0	0	0.373	0.403
COASY	PMVK	9606.ENSP00000464814	9606.ENSP00000357452	0	0	0	0	0.131	0	0	0.478	0.527
COASY	ECHS1	9606.ENSP00000464814	9606.ENSP00000357535	0	0	0	0	0.203	0	0	0.477	0.565
COASY	HMGCL	9606.ENSP00000464814	9606.ENSP00000363614	0	0	0	0	0.207	0	0	0.470	0.562
COASY	NADK	9606.ENSP00000464814	9606.ENSP00000367890	0.117	0	0	0	0.082	0	0	0.406	0.476
COASY	PUSL1	9606.ENSP00000464814	9606.ENSP00000368318	0	0	0	0	0.126	0	0	0.403	0.456
COASY	STOML1	9606.ENSP00000464814	9606.ENSP00000442478	0.252	0	0	0	0.082	0	0	0.289	0.469
COASY	PC	9606.ENSP00000464814	9606.ENSP00000498994	0.042	0	0	0	0.049	0	0	0.398	0.403
COASY	PANK4	9606.ENSP00000464814	9606.ENSP00000498888	0	0	0	0	0.066	0.081	0	0.578	0.606
COL9A2	P4HA1	9606.ENSP00000361834	9606.ENSP00000263556	0	0	0	0	0	0	0.400	0.103	0.439
COL9A2	PLOD2	9606.ENSP00000361834	9606.ENSP00000282903	0	0	0	0	0.066	0.071	0.500	0.086	0.550
COL9A2	SLC26A2	9606.ENSP00000361834	9606.ENSP00000286298	0	0	0	0	0	0	0	0.870	0.870
COL9A2	TMEM125	9606.ENSP00000361834	9606.ENSP00000429275	0	0	0	0	0.060	0	0	0.396	0.407
COL9A2	PLPPR2	9606.ENSP00000361834	9606.ENSP00000466898	0	0	0	0	0.056	0.065	0	0.446	0.468
COPE	RABAC1	9606.ENSP00000469035	9606.ENSP00000222008	0	0	0	0	0.486	0	0	0.166	0.553
COPE	EDF1	9606.ENSP00000469035	9606.ENSP00000224073	0	0	0	0	0.469	0	0	0	0.469
COPE	NDUFS7	9606.ENSP00000469035	9606.ENSP00000233627	0	0	0	0	0.564	0	0	0	0.564
COPE	MYDGF	9606.ENSP00000469035	9606.ENSP00000262947	0	0	0	0	0.563	0	0	0.219	0.644
COPE	USE1	9606.ENSP00000469035	9606.ENSP00000263897	0	0	0	0	0.159	0	0.500	0	0.561
COPE	SCYL1	9606.ENSP00000469035	9606.ENSP00000270176	0	0	0	0	0.111	0.580	0.720	0.205	0.906
COPE	STX5	9606.ENSP00000469035	9606.ENSP00000294179	0	0	0	0	0.284	0	0.500	0.425	0.776
COPE	MRPL4	9606.ENSP00000469035	9606.ENSP00000306902	0	0	0	0	0.099	0	0	0.388	0.425
COPE	RAB1B	9606.ENSP00000469035	9606.ENSP00000310226	0	0	0	0	0.139	0	0.500	0.222	0.636
COPE	SF3B2	9606.ENSP00000469035	9606.ENSP00000318861	0	0	0	0	0.083	0.462	0	0	0.485
COPE	PPP1CA	9606.ENSP00000469035	9606.ENSP00000326031	0	0	0	0	0.465	0	0	0.095	0.495
COPE	TMED9	9606.ENSP00000469035	9606.ENSP00000330945	0	0	0	0	0.224	0.068	0.500	0.176	0.662
COPE	ERGIC3	9606.ENSP00000469035	9606.ENSP00000349970	0	0	0	0	0.357	0.286	0	0.181	0.591
COPE	SEC13	9606.ENSP00000469035	9606.ENSP00000373312	0	0	0	0	0.746	0	0	0.671	0.912
COPE	DDOST	9606.ENSP00000469035	9606.ENSP00000399457	0	0	0	0	0.421	0.154	0	0.053	0.495
COPE	NDUFV1	9606.ENSP00000469035	9606.ENSP00000497587	0	0	0	0	0.580	0	0	0	0.580
COPE	RER1	9606.ENSP00000469035	9606.ENSP00000475168	0	0	0	0	0.149	0.095	0	0.565	0.636
COPS7A	EIF3K	9606.ENSP00000446039	9606.ENSP00000248342	0	0	0	0	0.117	0	0	0.411	0.457
COPS7A	UBE2M	9606.ENSP00000446039	9606.ENSP00000253023	0	0	0	0	0.101	0.742	0	0.316	0.827
COPS7A	GRWD1	9606.ENSP00000446039	9606.ENSP00000253237	0	0	0	0	0.049	0	0	0.508	0.512
COPS7A	DDB2	9606.ENSP00000446039	9606.ENSP00000256996	0	0	0	0	0.049	0.837	0.500	0.331	0.941
COPS7A	POLR2G	9606.ENSP00000446039	9606.ENSP00000301788	0	0	0	0	0.060	0	0.500	0	0.509
COPS7A	COPS9	9606.ENSP00000446039	9606.ENSP00000304147	0	0	0	0	0	0.478	0.900	0.418	0.966
COPS7A	WDTC1	9606.ENSP00000446039	9606.ENSP00000317971	0	0	0	0	0.049	0.095	0.400	0	0.438
COPS7A	ROGDI	9606.ENSP00000446039	9606.ENSP00000322832	0	0	0	0	0.049	0	0	0.617	0.620
COPS7A	POLR2L	9606.ENSP00000446039	9606.ENSP00000324124	0	0	0	0	0.073	0	0.500	0	0.516
COPS7A	MCRS1	9606.ENSP00000446039	9606.ENSP00000349640	0	0	0	0	0.248	0.162	0.400	0	0.588
COPS7A	DDA1	9606.ENSP00000446039	9606.ENSP00000352928	0	0	0	0	0.074	0.553	0.400	0.271	0.794
COPS7A	TFPT	9606.ENSP00000446039	9606.ENSP00000375639	0	0	0	0	0.043	0	0.400	0.054	0.409
COPS7A	ERCC2	9606.ENSP00000446039	9606.ENSP00000375809	0	0	0	0	0.044	0	0.500	0	0.501
COPS7A	INO80E	9606.ENSP00000446039	9606.ENSP00000457016	0	0	0	0	0.049	0	0.400	0	0.405
COPS7A	MPND	9606.ENSP00000446039	9606.ENSP00000471735	0	0	0	0	0.048	0.301	0	0.316	0.505
COPS7A	POLR2E	9606.ENSP00000446039	9606.ENSP00000478303	0	0	0	0	0.125	0	0.500	0	0.544
COPS7A	RAD23A	9606.ENSP00000446039	9606.ENSP00000467024	0	0	0	0	0.132	0	0.500	0.111	0.580
COPS9	NDUFA2	9606.ENSP00000304147	9606.ENSP00000252102	0	0	0	0	0.610	0	0	0	0.610
COPS9	DDB2	9606.ENSP00000304147	9606.ENSP00000256996	0	0	0	0	0	0.422	0	0.132	0.476
COPS9	UQCRQ	9606.ENSP00000304147	9606.ENSP00000367939	0	0	0	0	0.398	0	0	0.160	0.472
COPS9	POLR2L	9606.ENSP00000304147	9606.ENSP00000324124	0	0	0	0	0.502	0	0	0	0.502
COQ10A	COQ8B	9606.ENSP00000312587	9606.ENSP00000315118	0	0	0	0	0	0.236	0	0.676	0.742
COQ8B	P2RX4	9606.ENSP00000315118	9606.ENSP00000353032	0	0	0	0	0	0.420	0	0	0.420
COQ8B	NDUFS8	9606.ENSP00000315118	9606.ENSP00000315774	0.044	0	0	0	0.047	0	0.467	0.072	0.489
COQ8B	INF2	9606.ENSP00000315118	9606.ENSP00000376410	0	0	0	0	0	0	0	0.571	0.571
CORO1B	JAG2	9606.ENSP00000340211	9606.ENSP00000328169	0	0	0	0	0.084	0.089	0	0.730	0.755
CORO1B	CORO1C	9606.ENSP00000340211	9606.ENSP00000394496	0	0	0.052	0.977	0.042	0.857	0	0.435	0.917
CORO1C	FLOT1	9606.ENSP00000394496	9606.ENSP00000365569	0	0	0	0	0.044	0	0.720	0.432	0.834
CORO1C	DBNL	9606.ENSP00000394496	9606.ENSP00000417653	0	0	0	0	0.100	0	0	0.479	0.511
COX14	NDUFB7	9606.ENSP00000326052	9606.ENSP00000215565	0	0	0	0	0.584	0	0	0.262	0.680
COX14	NDUFS7	9606.ENSP00000326052	9606.ENSP00000233627	0	0	0	0	0.358	0.222	0	0.089	0.505
COX14	NDUFA2	9606.ENSP00000326052	9606.ENSP00000252102	0	0	0	0	0.456	0.120	0	0.254	0.611
COX14	MRPL34	9606.ENSP00000326052	9606.ENSP00000252602	0	0	0	0	0.349	0	0	0.177	0.442
COX14	NDUFB10	9606.ENSP00000326052	9606.ENSP00000268668	0	0	0	0	0.516	0	0	0.220	0.606
COX14	NDUFS6	9606.ENSP00000326052	9606.ENSP00000274137	0	0	0	0	0.279	0.188	0	0.099	0.426
COX14	OXA1L	9606.ENSP00000326052	9606.ENSP00000285848	0	0	0	0	0.057	0	0	0.567	0.574
COX14	MICOS13	9606.ENSP00000326052	9606.ENSP00000468723	0	0	0	0	0.388	0	0	0.060	0.400
COX14	MRPL55	9606.ENSP00000326052	9606.ENSP00000403614	0	0	0	0	0.337	0	0	0.247	0.480
COX14	COX7C	9606.ENSP00000326052	9606.ENSP00000425759	0	0	0	0	0.218	0	0	0.419	0.526
COX14	UQCRQ	9606.ENSP00000326052	9606.ENSP00000367939	0	0	0	0	0.502	0	0	0.370	0.673
COX14	SURF1	9606.ENSP00000326052	9606.ENSP00000361042	0	0	0	0	0.142	0.292	0	0.869	0.913
COX7C	UQCRC1	9606.ENSP00000425759	9606.ENSP00000203407	0	0	0	0	0.217	0.966	0.622	0.500	0.994
COX7C	NDUFB7	9606.ENSP00000425759	9606.ENSP00000215565	0	0	0	0	0.742	0.830	0	0.531	0.977
COX7C	DBP	9606.ENSP00000425759	9606.ENSP00000222122	0	0	0	0	0.141	0.245	0.261	0.163	0.545
COX7C	NDUFS7	9606.ENSP00000425759	9606.ENSP00000233627	0	0	0	0	0.261	0.852	0	0.342	0.922
COX7C	TRIR	9606.ENSP00000425759	9606.ENSP00000242784	0	0	0	0	0.733	0.784	0.408	0.306	0.973
COX7C	NDUFA2	9606.ENSP00000425759	9606.ENSP00000252102	0	0	0	0	0.895	0.830	0	0.589	0.992
COX7C	NDUFA10	9606.ENSP00000425759	9606.ENSP00000252711	0	0	0	0	0.172	0.844	0	0.332	0.906
COX7C	SRP14	9606.ENSP00000425759	9606.ENSP00000267884	0	0	0	0	0.654	0	0	0	0.654
COX7C	NDUFB10	9606.ENSP00000425759	9606.ENSP00000268668	0	0	0	0	0.613	0.851	0	0.471	0.967
COX7C	NDUFS6	9606.ENSP00000425759	9606.ENSP00000274137	0	0	0	0	0.915	0.830	0	0.348	0.989
COX7C	HIRIP3	9606.ENSP00000425759	9606.ENSP00000279392	0	0	0	0	0.098	0.265	0.280	0.116	0.521
COX7C	OXA1L	9606.ENSP00000425759	9606.ENSP00000285848	0	0	0	0	0.103	0	0	0.376	0.416
COX7C	NACC1	9606.ENSP00000425759	9606.ENSP00000292431	0	0	0	0	0.042	0	0	0.432	0.433
COX7C	NDUFS8	9606.ENSP00000425759	9606.ENSP00000315774	0	0	0	0	0.376	0.851	0	0.458	0.945
COX7C	PARK7	9606.ENSP00000425759	9606.ENSP00000340278	0	0	0	0	0.363	0	0	0.214	0.478
COX7C	MRPL20	9606.ENSP00000425759	9606.ENSP00000341082	0	0	0	0	0.164	0	0	0.426	0.500
COX7C	RPL36AL	9606.ENSP00000425759	9606.ENSP00000346012	0	0	0	0	0.379	0.089	0	0.042	0.410
COX7C	SDHB	9606.ENSP00000425759	9606.ENSP00000364649	0	0	0	0	0.598	0	0	0.293	0.704
COX7C	UQCRQ	9606.ENSP00000425759	9606.ENSP00000367939	0	0	0	0	0.982	0.988	0.656	0.568	0.999
COX7C	NMRAL1	9606.ENSP00000425759	9606.ENSP00000458762	0	0	0	0	0.204	0.209	0	0.164	0.428
COX7C	RPL17	9606.ENSP00000425759	9606.ENSP00000463842	0	0	0	0	0.782	0	0	0.120	0.800
COX7C	NDUFV1	9606.ENSP00000425759	9606.ENSP00000497587	0	0	0	0	0.189	0.851	0	0.447	0.927
CPLX1	LIN7B	9606.ENSP00000305613	9606.ENSP00000221459	0	0	0	0	0.062	0	0.500	0.063	0.522
CPLX1	USE1	9606.ENSP00000305613	9606.ENSP00000263897	0	0	0	0	0	0	0.540	0	0.540
CPLX1	DGKQ	9606.ENSP00000305613	9606.ENSP00000273814	0	0	0	0	0.114	0	0	0.376	0.424
CPLX1	STX5	9606.ENSP00000305613	9606.ENSP00000294179	0	0	0	0	0	0	0.540	0.097	0.567
CPLX1	MAEA	9606.ENSP00000305613	9606.ENSP00000302830	0	0	0	0	0	0	0	0.435	0.435
CPLX1	GABRD	9606.ENSP00000305613	9606.ENSP00000367848	0	0	0	0	0.399	0	0	0.141	0.462
CPLX1	NELFA	9606.ENSP00000305613	9606.ENSP00000445757	0	0	0	0	0.049	0	0	0.476	0.480
CPLX1	STX10	9606.ENSP00000305613	9606.ENSP00000466298	0	0	0	0	0	0	0.540	0.104	0.570
CPLX1	GAK	9606.ENSP00000305613	9606.ENSP00000314499	0	0	0	0	0.075	0	0	0.676	0.687
CPLX1	PPFIA3	9606.ENSP00000305613	9606.ENSP00000335614	0	0	0	0	0.189	0	0.500	0.324	0.701
CPLX1	STX4	9606.ENSP00000305613	9606.ENSP00000317714	0	0	0	0	0.055	0.081	0.720	0.325	0.813
CPTP	DVL1	9606.ENSP00000343890	9606.ENSP00000368166	0	0	0	0	0.179	0	0	0.325	0.422
CPTP	GPR137	9606.ENSP00000343890	9606.ENSP00000411827	0	0	0	0	0.464	0	0	0	0.463
CPTP	ZBTB45	9606.ENSP00000343890	9606.ENSP00000346603	0	0	0	0	0.478	0	0	0.049	0.482
CPTP	ZNF524	9606.ENSP00000343890	9606.ENSP00000466907	0	0	0	0	0.627	0	0	0.053	0.631
CRACR2B	TIMM29	9606.ENSP00000435299	9606.ENSP00000270502	0	0	0	0	0	0.420	0	0	0.420
CRACR2B	NADK	9606.ENSP00000435299	9606.ENSP00000367890	0	0	0	0	0.066	0	0	0.410	0.426
CRACR2B	VPS16	9606.ENSP00000435299	9606.ENSP00000369810	0	0	0	0	0	0.307	0	0.220	0.436
CRB3	PARD6A	9606.ENSP00000349204	9606.ENSP00000219255	0	0	0	0	0.063	0	0.900	0.550	0.954
CRB3	WDR83	9606.ENSP00000349204	9606.ENSP00000402653	0	0	0	0	0.043	0.292	0	0.278	0.468
CREB3	MAPK3	9606.ENSP00000342136	9606.ENSP00000263025	0	0	0	0	0.071	0	0.900	0.164	0.915
CREB3	PPP1CA	9606.ENSP00000342136	9606.ENSP00000326031	0	0	0	0	0.053	0	0.650	0	0.654
CREB3	CREB3L2	9606.ENSP00000342136	9606.ENSP00000329140	0	0	0	0.691	0	0.541	0.900	0.294	0.964
CREB3	RELA	9606.ENSP00000342136	9606.ENSP00000384273	0	0	0	0	0.049	0.045	0	0.437	0.444
CREB3	KEAP1	9606.ENSP00000342136	9606.ENSP00000377245	0	0	0	0	0.074	0	0	0.579	0.594
CREB3L2	FUS	9606.ENSP00000329140	9606.ENSP00000254108	0	0	0	0	0	0	0	0.888	0.888
CREB3L2	MAPK3	9606.ENSP00000329140	9606.ENSP00000263025	0	0	0	0	0	0	0.900	0.083	0.904
CREB3L2	PPP1CA	9606.ENSP00000329140	9606.ENSP00000326031	0	0	0	0	0	0	0.650	0.063	0.658
CRIP1	MTA1	9606.ENSP00000332449	9606.ENSP00000333633	0	0	0	0	0.047	0	0	0.469	0.472
CRTC1	TRIM11	9606.ENSP00000345001	9606.ENSP00000284551	0	0	0	0	0.067	0	0	0.398	0.414
CSNK1G2	PPP2R1A	9606.ENSP00000255641	9606.ENSP00000324804	0	0	0	0	0.301	0.056	0	0.187	0.417
CSNK1G2	MTA1	9606.ENSP00000255641	9606.ENSP00000333633	0	0	0	0	0.186	0.292	0	0.090	0.429
CSNK1G2	DVL1	9606.ENSP00000255641	9606.ENSP00000368166	0	0	0	0	0.153	0	0.400	0.139	0.524
CSNK1G2	OGFR	9606.ENSP00000255641	9606.ENSP00000290291	0	0	0	0	0.538	0	0	0	0.538
CSNK1G2	PPP1R12C	9606.ENSP00000255641	9606.ENSP00000263433	0	0	0	0	0.545	0.050	0	0.080	0.567
CSNK1G2	LRP6	9606.ENSP00000255641	9606.ENSP00000261349	0	0	0	0	0	0	0.400	0.467	0.666
CTBP1	HDAC7	9606.ENSP00000290921	9606.ENSP00000080059	0	0	0	0	0.047	0.095	0	0.670	0.690
CTBP1	TLE5	9606.ENSP00000290921	9606.ENSP00000221561	0	0	0	0	0.143	0.115	0	0.328	0.446
CTBP1	HDAC5	9606.ENSP00000290921	9606.ENSP00000225983	0	0	0	0	0.049	0.294	0	0.237	0.444
CTBP1	KLF16	9606.ENSP00000290921	9606.ENSP00000250916	0	0	0	0	0.056	0.071	0	0.404	0.431
CTBP1	MRPL34	9606.ENSP00000290921	9606.ENSP00000252602	0	0	0	0	0.060	0.429	0	0	0.440
CTBP1	TRIM28	9606.ENSP00000290921	9606.ENSP00000253024	0	0	0	0	0.126	0	0	0.417	0.468
CTBP1	UBXN11	9606.ENSP00000290921	9606.ENSP00000363339	0	0	0	0	0	0	0	0.402	0.402
CTBP1	DVL1	9606.ENSP00000290921	9606.ENSP00000368166	0	0	0	0	0.110	0	0	0.378	0.423
CTBP1	MRPL43	9606.ENSP00000290921	9606.ENSP00000339844	0	0	0	0	0.049	0.429	0	0	0.433
CTBP1	MRPL20	9606.ENSP00000290921	9606.ENSP00000341082	0	0	0	0	0.050	0.429	0	0	0.434
CTBP1	IDH3B	9606.ENSP00000290921	9606.ENSP00000482773	0.091	0	0	0	0.297	0	0	0.204	0.447
CTBP1	DOT1L	9606.ENSP00000290921	9606.ENSP00000381657	0	0	0	0	0.056	0	0	0.451	0.459
CTBP1	MRPL4	9606.ENSP00000290921	9606.ENSP00000306902	0.060	0	0	0	0.059	0.429	0	0.064	0.463
CTBP1	KLF11	9606.ENSP00000290921	9606.ENSP00000307023	0	0	0	0	0.042	0.071	0	0.461	0.478
CTBP1	THNSL2	9606.ENSP00000290921	9606.ENSP00000327323	0.053	0	0	0	0.367	0	0	0.210	0.485
CTBP1	MRPL21	9606.ENSP00000290921	9606.ENSP00000354580	0.115	0	0	0	0.049	0.429	0	0.064	0.490
CTBP1	MRPL16	9606.ENSP00000290921	9606.ENSP00000300151	0	0	0	0	0.147	0.429	0	0.051	0.497
CTBP1	SARDH	9606.ENSP00000290921	9606.ENSP00000360938	0.055	0	0	0	0.105	0.091	0.352	0.167	0.509
CTBP1	HSPA1A	9606.ENSP00000290921	9606.ENSP00000364802	0	0	0	0	0.107	0	0	0.479	0.514
CTBP1	KAT5	9606.ENSP00000290921	9606.ENSP00000340330	0	0	0	0	0.042	0	0	0.570	0.570
CTBP1	MEN1	9606.ENSP00000290921	9606.ENSP00000337088	0.049	0	0	0	0.101	0	0.500	0.234	0.628
CTBP1	RING1	9606.ENSP00000290921	9606.ENSP00000363787	0	0	0	0	0.055	0.087	0.400	0.472	0.690
CTBP1	TLE2	9606.ENSP00000290921	9606.ENSP00000466542	0	0	0	0	0	0.115	0.500	0.458	0.739
CTBP1	UBE2I	9606.ENSP00000290921	9606.ENSP00000348056	0	0	0	0	0.086	0.300	0.400	0.529	0.795
CTBP1	ZFPM1	9606.ENSP00000290921	9606.ENSP00000326630	0	0	0	0	0.056	0.128	0	0.788	0.810
CTBP1	WIZ	9606.ENSP00000290921	9606.ENSP00000469534	0	0	0	0	0.049	0.809	0	0.214	0.845
CTBP1	HMG20B	9606.ENSP00000290921	9606.ENSP00000328269	0	0	0	0	0.053	0	0	0.844	0.845
CTBP1	EHMT2	9606.ENSP00000290921	9606.ENSP00000379078	0	0	0	0	0.068	0.649	0	0.635	0.870
CTDP1	PIN1	9606.ENSP00000484525	9606.ENSP00000247970	0	0	0	0	0.062	0.128	0	0.480	0.537
CTDP1	MLLT1	9606.ENSP00000484525	9606.ENSP00000252674	0	0	0	0	0.074	0	0.800	0.166	0.832
CTDP1	NUBP2	9606.ENSP00000484525	9606.ENSP00000262302	0	0	0	0	0.060	0.292	0	0.214	0.431
CTDP1	ELOB	9606.ENSP00000484525	9606.ENSP00000262306	0	0	0	0	0.091	0	0.500	0	0.526
CTDP1	ELL	9606.ENSP00000484525	9606.ENSP00000262809	0	0	0	0	0.107	0	0.800	0.069	0.819
CTDP1	MED26	9606.ENSP00000484525	9606.ENSP00000263390	0	0	0	0	0.228	0.331	0	0.159	0.529
CTDP1	SIL1	9606.ENSP00000484525	9606.ENSP00000265195	0	0	0	0	0.058	0	0	0.428	0.438
CTDP1	TIMM44	9606.ENSP00000484525	9606.ENSP00000270538	0	0	0	0	0.124	0.338	0	0.256	0.531
CTDP1	CTDSP1	9606.ENSP00000484525	9606.ENSP00000273062	0	0	0	0	0.072	0	0	0.868	0.872
CTDP1	SSU72	9606.ENSP00000484525	9606.ENSP00000291386	0	0	0	0	0.115	0.096	0	0.820	0.843
CTDP1	POLR2G	9606.ENSP00000484525	9606.ENSP00000301788	0	0	0	0	0.072	0.854	0.500	0.645	0.972
CTDP1	POLR2L	9606.ENSP00000484525	9606.ENSP00000324124	0	0	0	0	0.102	0.310	0.500	0.094	0.682
CTDP1	PPP1CA	9606.ENSP00000484525	9606.ENSP00000326031	0	0	0	0	0.074	0.292	0	0.324	0.518
CTDP1	MED25	9606.ENSP00000484525	9606.ENSP00000326767	0	0	0	0	0.190	0.296	0	0.064	0.419
CTDP1	JAG2	9606.ENSP00000484525	9606.ENSP00000328169	0	0	0	0	0.042	0.045	0	0.728	0.729
CTDP1	TCEA2	9606.ENSP00000484525	9606.ENSP00000343515	0	0	0	0	0.080	0.095	0	0.426	0.480
CTDP1	ERCC2	9606.ENSP00000484525	9606.ENSP00000375809	0	0	0	0	0.044	0	0.500	0.085	0.524
CTDP1	GTF2F1	9606.ENSP00000484525	9606.ENSP00000377969	0	0	0	0	0.175	0.995	0.500	0.996	0.999
CTDP1	SLC66A2	9606.ENSP00000484525	9606.ENSP00000380880	0	0	0	0	0.139	0	0	0.441	0.498
CTDP1	INTS1	9606.ENSP00000484525	9606.ENSP00000385722	0	0	0	0	0.085	0.519	0	0.137	0.587
CTDP1	TCEA3	9606.ENSP00000484525	9606.ENSP00000406293	0	0	0	0	0.080	0.095	0	0.421	0.476
